rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
have solution for	offer solution to	the equations have solution for x and y	the equations offer solution to x and y	Yes	1
lash	batter	Hurricane Rita lash western Louisiana and eastern Texas	Hurricane Rita batter western Louisiana and eastern Texas	Yes	1
have a number of	offer a number of	the park have a number of different areas	the park offer a number of different areas	Yes	1
integrate into	fit in with	your game integrate into your Desktop	your game fit in with your Desktop	Yes	1
worship	be worshipped by@R@	David worship Allah	Allah be worshipped by David	Yes	1
read through	review	Don read through our guide	Don review our guide	Yes	1
be downloaded for	be available for	This story be downloaded for personal use	This story be available for personal use	Yes	1
remain open to	be open for	campus remain open to the entire community	campus be open for the entire community	Yes	1
turn off	shut down	Your parent turn off comments	Your parent shut down comments	Yes	1
help with	help in	the only medications help with APD.	the only medications help in APD.	Yes	1
be optimal for	be best for	a newspaper be optimal for advertising	a newspaper be best for advertising	Yes	1
fly to	be headed to	The team fly to Asia	The team be headed to Asia	Yes	1
be included in	be located inside	the most up-to-date information be included in the web site	the most up-to-date information be located inside the web site	Yes	1
be used on	be performed on	The application be used on Linux	The application be performed on Linux	Yes	1
be the kind of	be kind of	Trolling be the kind of fishing	Trolling be kind of fishing	Yes	1
take a stroll through	walk through	the Prince take a stroll through the castle	the Prince walk through the castle	Yes	1
set up	build	mysteries set up a puzzle	mysteries build a puzzle	Yes	1
take a look at	visit	my clients take a look at this site	my clients visit this site	Yes	1
be distinguished from	be to be distinguished from	Crew be distinguished from cast	Crew be to be distinguished from cast	Yes	1
go for	apply to	The same thing go for dogs	The same thing apply to dogs	Yes	1
be entered into	be placed into	Arizona be entered into the United States	Arizona be placed into the United States	Yes	1
inflict on	do to	its aftermath inflict on society	its aftermath do to society	Yes	1
arrive in	arrive at	My nephews arrive in a few weeks	My nephews arrive at a few weeks	Yes	1
be light in	be pale in	The wood be light in color	The wood be pale in color	Yes	1
drop out of	exit	A lot of people drop out of school	A lot of people exit school	Yes	1
be tortured by	be tormented by	Prisoners be tortured by the thousands	Prisoners be tormented by the thousands	Yes	1
be published on	be published in	some documents and photos be published on this site	some documents and photos be published in this site	Yes	1
start to	begin to	The ceiling start to cave	The ceiling begin to cave	Yes	1
be sold to	be shared with	your account be sold to a third party	your account be shared with a third party	Yes	1
be done on	be carried out on	Personalization be done on the base	Personalization be carried out on the base	Yes	1
affect	have an impact on	HIV/AIDS affect your life	HIV/AIDS have an impact on your life	Yes	1
be open to	be offered to	The survey be open to students	The survey be offered to students	Yes	1
be displayed throughout	be found throughout	Posters be displayed throughout the workshop	Posters be found throughout the workshop	yes	1
step into	step in	the vice president step into the Oval office	the vice president step in the Oval office	Yes	1
be all affected by	continue to affect@R@	our education be all affected by the quality and availability of transportation	the quality and availability of transportation continue to affect our education	Yes	1
be increased in	be greater in	these tribes be increased in number	these tribes be greater in number	Yes	1
wear	put on	most of the men wear beards	most of the men put on beards	Yes	1
be vital for	play an important role in	Water be vital for survival	Water play an important role in survival	Yes	1
offer plenty of	have lot of	Montessori offer plenty of work	Montessori have lot of work	Yes	1
search for	be interested in	Members search for a cruise	Members be interested in a cruise	Yes	1
be known as	be termed	the owner of an LLC be known as a member	the owner of an LLC be termed a member	Yes	1
be all affected by	affect by	our education be all affected by the quality and availability of transportation	our education affect by the quality and availability of transportation	Yes	1
find the answer to	find an answer to	Can't find the answer to your question	Can't find an answer to your question	Yes	1
turn into	be transformed into	Saturday night turn into Sunday morning	Saturday night be transformed into Sunday morning	Yes	1
be important in	be used in	Vitamin C be important in the prevention	Vitamin C be used in the prevention	Yes	1
choose to contact	wish to talk to	customers choose to contact your organisation	customers wish to talk to your organisation	Yes	1
be fine for	be convenient for	the weather be fine for the BBQ	the weather be convenient for the BBQ	Yes	1
be interested in participate in	be interested in apply for	women be interested in participate in this study	women be interested in apply for this study	Yes	1
get a feel for	get a sense of	him get a feel for the game	him get a sense of the game	Yes	1
be played in	be played from	The tournament be played in a round-robin format	The tournament be played from a round-robin format	Yes	1
be called	become known as	the force be called Evil	the force become known as Evil	Yes	1
be included for	be included with	Third party links be included for your convenience	Third party links be included with your convenience	Yes	1
be crucial to	be vital to	oil prices be crucial to decisions	oil prices be vital to decisions	Yes	1
be sure of	be confident in	the doctors be sure of the cause	the doctors be confident in the cause	Yes	1
be designed in	be crafted in	All rooms be designed in pastel colours	All rooms be crafted in pastel colours	Yes	1
enjoy play	love to play	the performer enjoy play music	the performer love to play music	Yes	1
want to give	like to offer	a lot of people want to give their ideas	a lot of people like to offer their ideas	Yes	1
get a lot of	have lot of	Stu get a lot of things	Stu have lot of things	Yes	1
be the son of	be son of	Charles be the son of the founder	Charles be son of the founder	Yes	1
affect	impact on	other settings affect performance	other settings impact on performance	Yes	1
be the site for	be the place to find	The annual conference be the site for the Annual General Meeting	The annual conference be the place to find the Annual General Meeting	Yes	1
pick up one of	have one of	the press pick up one of its stories	the press have one of its stories	Yes	1
adhere to	agree to abide by	the patient adhere to a healthy diet	the patient agree to abide by a healthy diet	Yes	1
